City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,total_emission
Jaipur,02-09-2019,31.39,59.21,9.96,32.41,33.03,43.87,0.73,12.69,30.47,0.35,3.27,,64,Satisfactory,257.38
Jaipur,03-09-2019,44.03,80.25,11.97,37.61,41.12,48.18,0.82,11.02,30.72,0.63,3.68,,86,Satisfactory,310.03
Jaipur,04-09-2019,34.58,59.59,12.16,30.07,33.99,50.82,0.89,11.16,25.37,0.64,4.06,,83,Satisfactory,263.33
Jaipur,05-09-2019,36.95,63.85,8.97,24.27,26.21,48.38,0.73,10.06,27.44,0.59,3.67,,76,Satisfactory,251.12
Jaipur,06-09-2019,33.45,66.62,10.18,22.91,27.99,49.8,0.92,11.7,23.04,0.78,4.79,,75,Satisfactory,252.18
Jaipur,07-09-2019,27.09,59.48,11.48,26.06,31.55,55.72,0.7,10.67,21.93,0.64,4.66,,74,Satisfactory,249.98
Jaipur,08-09-2019,26.14,55.73,7.15,18,22.52,40.6,0.7,11.11,25.31,0.58,4.43,,72,Satisfactory,212.27
Jaipur,09-09-2019,34.8,70.51,7.42,24.82,29.5,49.54,0.93,11.36,33.16,0.67,5.55,,75,Satisfactory,268.26
Jaipur,10-09-2019,56.74,115.21,9.41,34.64,36.8,50.9,0.85,11.14,37.87,1.01,4.91,,108,Moderate,359.48
Jaipur,11-09-2019,47.43,100.18,8.87,32.6,33.37,37.1,0.8,11.11,30.86,0.68,3.57,,103,Moderate,306.57
Jaipur,12-09-2019,33.88,86.65,6.58,23.16,23.29,28.5,0.62,12.13,36.19,0.35,2.85,,91,Satisfactory,254.2
Jaipur,13-09-2019,37.92,77.7,7.03,24.3,24.16,29.15,0.65,11.6,38.34,0.39,3.08,,83,Satisfactory,254.32
Jaipur,14-09-2019,27.82,58.29,6.75,15.52,19.23,31.73,0.54,11.86,30.67,0.38,3.08,,71,Satisfactory,205.87
Jaipur,15-09-2019,28.04,53.45,10.54,16.66,24.8,44.9,0.62,12.44,19.33,0.55,4.72,,67,Satisfactory,216.05
Jaipur,16-09-2019,36.65,88.55,10.34,21.14,28.3,46.56,0.72,11.59,27.36,0.81,4.29,,80,Satisfactory,276.31
Jaipur,17-09-2019,44.2,91.4,12.13,29.12,31.57,39.13,0.71,9.63,24.31,0.63,3.52,,88,Satisfactory,286.35
Jaipur,18-09-2019,34.48,77.85,12.37,33.23,34.07,37.35,1.46,10.6,28.16,0.56,4.3,,89,Satisfactory,274.43
Jaipur,19-09-2019,31.61,62.65,8.54,26.98,28.04,34.53,0.85,9.82,39.37,0.46,3.73,,81,Satisfactory,246.58
Jaipur,20-09-2019,23.04,50.06,7.75,23.56,25.9,33.91,0.77,10.22,32.61,0.33,3.03,,64,Satisfactory,211.18
Jaipur,21-09-2019,26.26,54.39,8.58,23.14,26.76,36.24,0.73,10.25,34.98,0.37,3.79,,59,Satisfactory,225.49
Jaipur,22-09-2019,16.72,38.05,6.98,23.87,24.68,29.99,0.53,11.5,38.27,0.19,3.39,,54,Satisfactory,194.17
Jaipur,23-09-2019,21.94,54.24,9.32,24.33,28.41,37.07,0.64,12.02,35.83,0.3,3.85,,57,Satisfactory,227.95
Jaipur,24-09-2019,24.8,130.77,12.53,24.22,32.89,47.61,0.73,12.67,36.7,0.33,3.7,,126,Moderate,326.95
Jaipur,25-09-2019,27.05,51.3,5.19,18.36,19.88,24.77,1.01,12.24,36.92,0.37,4.53,,78,Satisfactory,201.62
Jaipur,26-09-2019,23.12,41.7,6.99,18.45,20.19,25.72,0.73,9.78,25.91,0.36,4.06,,55,Satisfactory,177.01
Jaipur,27-09-2019,18.11,44.42,6.45,19.82,21.08,22.22,0.65,9.17,24.83,0.32,3.08,,53,Satisfactory,170.15
Jaipur,28-09-2019,17.51,41.82,5.82,19.45,20.77,26.38,0.68,10.11,24.43,0.47,3.24,,54,Satisfactory,170.68
Jaipur,29-09-2019,25.74,54.95,8.25,25.92,29.81,39.41,0.83,10.96,25.01,1.18,5.02,,66,Satisfactory,227.08
Jaipur,30-09-2019,31.01,72.81,10.98,34.89,38.69,45.45,0.75,11.96,30.88,2.03,9.83,,83,Satisfactory,289.28
Jaipur,01-10-2019,29.93,65.55,5.76,29.16,29.57,36.73,0.73,13.78,29.12,2.04,19.09,,80,Satisfactory,261.46
Jaipur,02-10-2019,30.87,66.13,10.12,34.98,37.66,40.5,0.93,11.67,34.1,2.6,21.62,,81,Satisfactory,291.18
Jaipur,03-10-2019,39.35,90.64,12.25,39.69,41.63,34.08,0.84,11.15,31.95,2.64,16.98,,95,Satisfactory,321.2
Jaipur,04-10-2019,35.31,73.74,6.87,28.17,28.26,29.62,0.71,11.8,45.97,1.24,5.94,,95,Satisfactory,267.63
Jaipur,05-10-2019,38.07,73.3,6.63,31.86,30.82,31.38,0.68,13.04,41.91,1.37,7.3,,78,Satisfactory,276.36
Jaipur,06-10-2019,43.01,95.61,6.94,33.6,31.97,30.55,0.91,12,42.05,1.36,7.77,,88,Satisfactory,305.77
Jaipur,07-10-2019,51.77,100.67,18.15,36.11,45.44,37.79,1.48,9.57,31.55,2.77,9.46,,106,Moderate,344.76
Jaipur,08-10-2019,43.48,92.61,17.46,37.18,45.98,36.22,1.07,9.38,33.02,2.89,9.87,,105,Moderate,329.16
Jaipur,09-10-2019,42.7,98.12,19.65,44.26,51.72,36.15,1.04,11.48,43.2,2.6,10.12,,108,Moderate,361.04
Jaipur,10-10-2019,39.96,92.04,18.11,44.44,50.57,27.22,0.75,9.87,36.15,2.18,8.88,,104,Moderate,330.17
Jaipur,11-10-2019,48.35,101.36,10.01,41.18,39.6,27.19,0.83,10.85,49.24,2,8.81,,104,Moderate,339.42
Jaipur,12-10-2019,49.71,107.82,9.7,42.69,41.41,36.85,0.96,10.65,48.34,2.85,10.71,,106,Moderate,361.69
Jaipur,13-10-2019,53.72,141.72,8.87,36.43,40.35,41.86,0.86,12.75,49.59,2.73,9.37,,125,Moderate,398.25
Jaipur,14-10-2019,57.76,127.04,9.57,43.28,43.42,40.28,0.91,12.99,51.24,2.68,8.91,,128,Moderate,398.08
Jaipur,15-10-2019,64.81,138.94,22.71,54.6,64.61,55.81,1.28,12.33,48.5,3.39,12.35,,136,Moderate,479.33
Jaipur,16-10-2019,54.17,128.95,10.18,50.34,48.83,48.69,1.02,14.93,52.1,2.67,10.35,,136,Moderate,422.23
Jaipur,17-10-2019,56,143.55,6.05,36.55,35.05,43,0.88,16.03,63.12,1.69,14,,127,Moderate,415.92
Jaipur,18-10-2019,54.41,113.18,5.94,33.99,33.19,49.37,0.88,13.6,56.63,1.25,7.93,,123,Moderate,370.37
Jaipur,19-10-2019,46.17,106.5,7.61,39.01,38.88,44.59,0.95,12.7,43.18,1.55,7.89,,109,Moderate,349.03
Jaipur,20-10-2019,54.76,152.29,10.18,42.73,42.37,44.34,0.94,13.55,51.21,1.65,8.73,,120,Moderate,422.75
Jaipur,21-10-2019,58.89,126.29,25.3,58.75,69.59,59.93,1.16,12.82,40.89,3.29,10.53,,143,Moderate,467.44
Jaipur,22-10-2019,67.33,150.71,50.83,63.6,98.5,62.2,1.37,14.51,38.57,5.16,17.47,,149,Moderate,570.25
Jaipur,23-10-2019,73.4,164,67.61,66.43,112.9,61.36,1.43,13.83,30.96,7.03,25.1,,193,Moderate,624.05
Jaipur,24-10-2019,59.09,129.05,14.57,51.44,53.49,52.75,0.87,14.03,53.36,3.39,14.02,,145,Moderate,446.06
Jaipur,25-10-2019,77.5,156.27,5.6,43.9,39.29,51.08,0.85,10.39,58.26,2.56,10.11,,163,Moderate,455.81
Jaipur,26-10-2019,64.51,128.1,5.93,38.55,36.19,36.77,0.9,10.3,50.67,2.35,7.69,,170,Moderate,381.96
Jaipur,27-10-2019,87.77,167.46,23.49,52.45,63.45,55.11,1.1,14.34,42.25,4.99,11.86,,144,Moderate,524.27
Jaipur,28-10-2019,219.73,317.48,31.8,55.08,74.07,67.92,1.17,22.49,41.49,5.19,12.37,,355,Very Poor,848.79
Jaipur,29-10-2019,141.99,258.16,30.88,69.79,84.16,69.64,1.23,17.19,42.53,6.06,17.85,,310,Very Poor,739.48
Jaipur,30-10-2019,67.16,142.43,20.4,61.32,68.66,62.9,0.96,16.04,45.68,4.05,12.42,,203,Poor,502.02
Jaipur,31-10-2019,61.65,149.59,23.04,56.61,64.42,55.28,1.15,15.01,49.6,3.57,11.69,,143,Moderate,491.61
Jaipur,01-11-2019,48.1,117.66,13.61,48.01,50.96,48.35,0.84,15.73,48.71,2.43,10.87,,132,Moderate,405.27
Jaipur,02-11-2019,104.62,204.73,5.67,38.23,35.6,36.1,0.96,12.76,60.74,2.38,6.87,,171,Moderate,508.66
Jaipur,03-11-2019,90.16,177.57,7.93,36.65,36.27,36.09,0.93,12.85,45.06,2.36,6.83,,247,Poor,452.7
Jaipur,04-11-2019,60.87,135.82,13.34,42.12,46.83,37.79,0.99,13.21,40.66,2.5,8.75,,191,Moderate,402.88
Jaipur,05-11-2019,73.22,147.13,37.42,56.9,77.62,46.42,1.17,11.88,38.39,4.16,12.15,,154,Moderate,506.46
Jaipur,06-11-2019,49.36,113.7,13.89,43.71,48.42,35.9,0.86,12.32,49.84,2.41,12.45,,139,Moderate,382.86
Jaipur,07-11-2019,43.43,86.17,6.41,29.33,28.05,23.35,0.69,10.61,54.77,1.28,9.56,,101,Moderate,293.65
Jaipur,08-11-2019,88.44,156.68,5.4,36.18,33.67,34.9,0.9,10.46,63.63,2.56,9.3,,162,Moderate,442.12
Jaipur,09-11-2019,83.04,144.05,5.47,35.61,33.51,37.13,0.77,10.93,62.47,1.92,8.47,,220,Poor,423.37
Jaipur,10-11-2019,76.91,143.75,6.01,36.9,35.2,32.89,0.83,10.81,68.85,2.01,8.37,,188,Moderate,422.53
Jaipur,11-11-2019,82.58,153.14,7.47,41.64,39.37,32.9,0.92,10.78,66.41,2.24,9.69,,192,Moderate,447.14
Jaipur,12-11-2019,92.89,171.8,5.68,41.03,37.62,35.26,0.96,10.18,70.64,2.59,10.37,,209,Poor,479.02
Jaipur,13-11-2019,127.34,213.07,8.79,50.46,49.62,53.67,1.22,14.53,64,3.65,12.16,,250,Poor,598.51
Jaipur,14-11-2019,131.2,229.9,6.03,44.48,42.32,52.68,1.1,10.81,68.85,3.96,13.23,,277,Poor,604.56
Jaipur,15-11-2019,72.25,136.96,11.23,34.85,37.29,27.58,0.81,12.16,47.29,3.57,7.85,,248,Poor,391.84
Jaipur,16-11-2019,78.29,143.57,13.45,40.06,42.66,19.74,0.85,14,51.04,2.23,9.87,,167,Moderate,415.76
Jaipur,17-11-2019,38.6,94.09,12.05,40.74,40.99,18.42,0.66,11.72,50.32,1.61,7.5,,123,Moderate,316.7
Jaipur,18-11-2019,47.08,95.75,12.92,43.61,43.07,26.27,0.78,10.5,43.58,1.92,8.52,,104,Moderate,334
Jaipur,19-11-2019,36.25,93.86,31.62,54.79,70.7,58.47,1.02,11.61,38.21,2.97,11.49,,96,Satisfactory,410.99
Jaipur,20-11-2019,43.07,108.09,23.61,47.99,57.93,51.94,0.93,13.13,48.96,3.12,15.26,,115,Moderate,414.03
Jaipur,21-11-2019,51.49,112.33,11.38,40.3,39.95,42.99,0.85,11.19,66.03,2.53,33.55,,120,Moderate,412.59
Jaipur,22-11-2019,68.84,136.99,13.49,46.5,47.89,46.88,1.03,11.89,60.61,2.55,12.99,,130,Moderate,449.66
Jaipur,23-11-2019,73.61,183.61,20.67,55.72,66.46,53.65,1.2,11,45.18,2.78,9.77,,176,Moderate,523.65
Jaipur,24-11-2019,67.26,154.12,11.09,48.35,51.7,47.02,0.91,13.15,46.3,2.39,12.25,,145,Moderate,454.54
Jaipur,25-11-2019,68.62,137.38,8.78,37.64,36.58,41.01,0.81,13.54,60.28,1.25,6.3,,165,Moderate,412.19
Jaipur,26-11-2019,47.55,106.04,15.15,43.72,48.22,54.31,0.88,12.21,61.13,1.75,10.08,,124,Moderate,401.04
Jaipur,27-11-2019,52.64,115.98,10.22,35.23,39.12,48.12,0.74,14.76,66.26,1.78,9.97,,109,Moderate,394.82
Jaipur,28-11-2019,91.33,173.58,9.37,36.15,41.64,47.78,1.07,12.92,62.43,2.76,8.37,,175,Moderate,487.4
Jaipur,29-11-2019,54.61,114.1,14.17,36.39,44.39,49.03,0.75,9.96,35.12,1.78,8.17,,148,Moderate,368.47
Jaipur,30-11-2019,51.18,113.4,10.98,43.57,44.81,48.91,0.72,10.59,51.42,1.2,5.66,,118,Moderate,382.44
Jaipur,01-12-2019,52.02,113.24,10.82,46.12,47.21,47.27,0.79,12.57,56.94,1.5,5.81,,119,Moderate,394.29
Jaipur,02-12-2019,42.73,103.89,18.17,52.45,58.9,46.35,0.92,16.07,55.6,2.88,8.84,,120,Moderate,406.8
Jaipur,03-12-2019,50.78,133,34.45,65.24,86.05,65.04,1.21,17.42,44.5,4.74,14.02,,120,Moderate,516.45
Jaipur,04-12-2019,52.85,127.29,46.88,62.15,99.62,78.8,1.31,16.74,41.07,4.9,16.74,,134,Moderate,548.35
Jaipur,05-12-2019,52.63,110.43,8.36,51.15,48.35,45.78,0.88,19.16,72.92,2.72,12.27,,123,Moderate,424.65
Jaipur,06-12-2019,73.44,154.65,9.49,62.43,61.78,53.69,1.05,15.88,61.14,3.89,11.11,,138,Moderate,508.55
Jaipur,07-12-2019,73.42,170.28,11.18,56.58,56.82,49.91,1.06,10.86,52.82,4.02,11.76,,189,Moderate,498.71
Jaipur,08-12-2019,53.69,129.83,20.13,51.8,67.66,56.78,1.23,10.3,54.34,4.74,12.47,,140,Moderate,462.97
Jaipur,09-12-2019,56.61,143.97,20.96,53.14,66.75,57.77,1.18,11.55,64.27,4.19,13.18,,127,Moderate,493.57
Jaipur,10-12-2019,70.48,170.32,35.78,65.52,88.16,70.18,1.58,13.66,46.63,5.56,15.38,,164,Moderate,583.25
Jaipur,11-12-2019,73.27,159.87,33.06,59.22,79.62,68.83,1.33,13.22,51.47,5.61,18.84,,172,Moderate,564.34
Jaipur,12-12-2019,67.04,133.17,5.07,37.72,35.13,34.8,0.82,9.51,79.11,2.57,9.65,,162,Moderate,414.59
Jaipur,13-12-2019,53.64,110.13,9.81,37.64,38.65,30.95,0.79,13.03,37.08,2.34,8,,141,Moderate,342.06
Jaipur,14-12-2019,33.21,67.13,8.25,32.5,34.56,25.85,0.68,15.75,41.45,1.67,7.57,,86,Satisfactory,268.62
Jaipur,15-12-2019,42.15,88.25,7.14,33.88,34.72,27.72,0.69,13.43,42.13,1.97,7.4,,86,Satisfactory,299.48
Jaipur,16-12-2019,41.92,85.13,8.82,33.78,33.14,28.82,0.8,14.38,40.94,2.11,6.3,,85,Satisfactory,296.14
Jaipur,17-12-2019,47.55,96.44,16.6,36.97,47.37,35.87,0.99,13.61,30.83,3.54,14.88,,89,Satisfactory,344.65
Jaipur,18-12-2019,67.99,145.26,22.7,53.16,67.99,54.31,1.12,12.01,33.53,6.09,23.62,,136,Moderate,487.78
Jaipur,19-12-2019,47.92,114.33,17.9,47.58,57.15,47.1,0.98,11.32,36.13,4.86,18.13,,118,Moderate,403.4
Jaipur,20-12-2019,59.26,132.48,21.06,55.63,67.34,57.26,1.22,10.17,34.8,5.84,20.36,,118,Moderate,465.42
Jaipur,21-12-2019,52.95,124.14,15.29,50.72,55.27,49.35,0.91,11.88,35.94,4.72,18.74,,129,Moderate,419.91
Jaipur,22-12-2019,29.05,74.88,11.58,33.15,38.33,35.28,0.66,10.34,38.69,2.57,15.1,,100,Satisfactory,289.63
Jaipur,23-12-2019,37.53,102.75,26.85,47.21,63.24,43.98,0.96,10.89,35.59,4.09,23.8,,101,Moderate,396.89
Jaipur,24-12-2019,43.69,107.85,6.21,48.98,40.83,26.01,0.96,11.45,47.06,3.8,16.13,,108,Moderate,352.97
Jaipur,25-12-2019,43.58,110.92,19.2,63.5,65.71,37.04,1.04,12.16,32.49,4.61,19.06,,110,Moderate,409.31
Jaipur,26-12-2019,54.28,137,45.77,69.79,96.58,48.86,1.08,11.22,28.11,5.85,22.43,,124,Moderate,520.97
Jaipur,27-12-2019,55.55,151.74,41.42,77.26,96.65,52.73,1.3,13.06,29.57,6.61,23.82,,145,Moderate,549.71
Jaipur,28-12-2019,64.59,164.04,24.38,78.18,82.95,51.35,1.18,11.23,36.27,6.8,22.56,,144,Moderate,543.53
Jaipur,29-12-2019,71.03,156.69,13.85,70.77,70.51,49.52,1.28,11.57,29.6,7.26,24.67,,146,Moderate,506.75
Jaipur,30-12-2019,80.04,183.66,8.7,60.65,55.85,41.64,1.24,12.76,37.5,6.99,23.31,,182,Moderate,512.34
Jaipur,31-12-2019,69.91,168.36,6.99,43.68,40.45,32.8,1.06,9.95,30.58,5.12,15.8,,174,Moderate,424.7
Jaipur,01-01-2020,68.61,153.05,3.97,37.84,33.18,27.34,1.03,13.52,54.13,3.87,15.86,,154,Moderate,412.4
Jaipur,02-01-2020,48.02,96.26,5.67,35.09,32.49,26.62,0.95,12.32,54.38,3.03,16.51,,153,Moderate,331.34
Jaipur,03-01-2020,47.44,119.11,7.54,45.51,44.62,33.84,0.81,10.76,41.04,3.83,19.94,,108,Moderate,374.44
Jaipur,04-01-2020,52.46,120.23,14.72,47.22,55.68,47.9,1.11,10.01,36.18,4.51,23.9,,111,Moderate,413.92
Jaipur,05-01-2020,66.18,143.95,22.43,49.72,69.22,57.93,1.2,14.26,30.41,6.86,37.11,,138,Moderate,499.27
Jaipur,06-01-2020,55.07,127.91,15.24,49.37,54.28,43.96,0.8,11.96,32.81,3.95,19.35,,129,Moderate,414.7
Jaipur,07-01-2020,46.61,103.39,5.69,37.36,35.02,34.8,0.81,10.42,50.94,2.61,10.01,,106,Moderate,337.66
Jaipur,08-01-2020,54.75,116.72,7.85,34.88,36.53,31.05,0.85,11.06,34.35,3.51,10.53,,113,Moderate,342.08
Jaipur,09-01-2020,31.13,64.83,6.2,34.99,34.16,27.71,0.64,12.29,45.67,2.32,10.59,,92,Satisfactory,270.53
Jaipur,10-01-2020,39.21,88.47,8.04,43.62,42.59,34.49,0.86,12.79,50.83,2.9,12.28,,90,Satisfactory,336.08
Jaipur,11-01-2020,46.14,116.17,20.28,57.57,69.15,62.02,1.27,12.06,40.1,4.73,19.23,,112,Moderate,448.72
Jaipur,12-01-2020,49.42,119.43,18.75,53.49,64.2,73.24,1.42,11.85,46.56,4.61,21.63,,121,Moderate,464.6
Jaipur,13-01-2020,48.46,124.35,18.39,47.46,56.52,47.18,0.91,13.05,37.9,5.34,16.76,,126,Moderate,416.32
Jaipur,14-01-2020,34.99,96.06,7.8,33.08,34.28,29.08,0.76,12.35,44.74,3.03,9.08,,108,Moderate,305.25
Jaipur,15-01-2020,43.5,92.31,5.32,30.98,29.3,24.94,0.65,11.63,47.5,3.16,11.55,,100,Satisfactory,300.84
Jaipur,16-01-2020,43.27,94.23,6.41,38.57,37.59,31.23,0.76,11.55,48.08,3.13,5.98,,92,Satisfactory,320.8
Jaipur,17-01-2020,49.19,108.73,16.71,52.14,61.39,46.24,1.12,14.61,39.04,3.49,5.02,,99,Satisfactory,397.68
Jaipur,18-01-2020,47.61,101.53,14.34,48.12,56.51,40.58,1,12.84,39.97,4.12,4.6,,116,Moderate,371.22
Jaipur,19-01-2020,58.77,119.35,12.23,43.38,49.87,35.19,0.86,14.82,50.48,3.86,3.36,,114,Moderate,392.17
Jaipur,20-01-2020,60.37,137.1,13.22,56.22,61.52,47.78,0.84,10.47,46.14,3.5,4.75,,136,Moderate,441.91
Jaipur,21-01-2020,47.88,93.14,6.07,34.98,33.96,29.34,0.81,9.74,53.34,2.89,4.32,,108,Moderate,316.47
Jaipur,22-01-2020,52.59,107.22,6.4,39.35,37.73,28.79,0.85,11.42,54.89,3.13,4.42,,106,Moderate,346.79
Jaipur,23-01-2020,35.76,82.95,14.49,39.05,45.77,31.32,0.86,13.84,49.54,2.34,4.39,,97,Satisfactory,320.31
Jaipur,24-01-2020,42.58,94.73,14.49,46.1,49.44,30.49,0.85,14.24,43.67,2.52,5.85,,106,Moderate,344.96
Jaipur,25-01-2020,51.8,120.92,50.06,58.13,90,55.47,1.42,13.81,39.26,4.33,8.85,,114,Moderate,494.05
Jaipur,26-01-2020,62.6,152.56,48.34,56.28,94.75,68.58,1.37,12.52,38.55,5.19,10.65,,159,Moderate,551.39
Jaipur,27-01-2020,31.85,89.61,5.45,38.01,36.02,31.09,1.24,13.01,58.51,2.9,6.01,,115,Moderate,313.7
Jaipur,28-01-2020,41.35,102.11,5.91,37.77,35.84,27.44,0.84,10.17,45.97,2.8,9.56,,94,Satisfactory,319.76
Jaipur,29-01-2020,28.2,58.37,7.1,35.56,38.02,25.95,0.72,7.4,53.34,1.59,3.87,,91,Satisfactory,260.12
Jaipur,30-01-2020,34.78,76.94,9.58,42.73,43.67,29.43,0.85,8.78,44.68,2.36,5.08,,88,Satisfactory,298.88
Jaipur,31-01-2020,39.16,84.15,7.8,44.11,45.15,32.35,1.01,11.34,42.47,2.44,6.49,,90,Satisfactory,316.47
Jaipur,01-02-2020,48.24,107.15,13.5,43.05,48.57,31.61,0.97,9.87,48.61,3.47,8.18,,104,Moderate,363.22
Jaipur,02-02-2020,51.08,114.62,9.46,40.38,41.75,29.45,1.17,10.9,56.42,3.53,7.03,,109,Moderate,365.79
Jaipur,03-02-2020,47.03,105.2,6.81,40.61,39.87,30.15,1.08,11.57,54.92,3.69,8.53,,116,Moderate,349.46
Jaipur,04-02-2020,50.51,106.78,5.59,35.28,34.34,27.64,0.83,12.97,64.82,4.35,7.66,,108,Moderate,350.77
Jaipur,05-02-2020,50.79,110.26,7.46,40.79,42.45,29.5,1,13.92,65.6,3.3,6.24,,106,Moderate,371.31
Jaipur,06-02-2020,55.6,121.15,6.67,47.01,43.42,34.79,1.03,12.64,52.03,3.35,6.82,,117,Moderate,384.51
Jaipur,07-02-2020,50.77,109.67,5.39,39.64,36.62,30.67,0.82,13.1,62.78,2.92,6.22,,114,Moderate,358.6
Jaipur,08-02-2020,46.02,93.48,5.21,43.33,40.92,32.83,1.08,14.4,62.17,2.2,5.36,,110,Moderate,347
Jaipur,09-02-2020,59.48,126.91,12.8,51.97,55.18,42.11,1.18,12.54,51.55,4.56,8.29,,111,Moderate,426.57
Jaipur,10-02-2020,65.67,152.86,28.12,62.17,80.83,60.94,1.4,13.61,43.28,6.98,12.48,,150,Moderate,528.34
Jaipur,11-02-2020,60.95,129.13,22.63,55.3,70.23,55.93,1.28,15.08,61.41,3.98,8.73,,132,Moderate,484.65
Jaipur,12-02-2020,64.04,151.41,17.45,63.37,68.55,51.48,1.17,13.21,56.7,3.31,5.46,,150,Moderate,496.15
Jaipur,13-02-2020,72.87,170.52,39.28,64.98,86.21,56.15,1.23,14.08,49.06,5.58,14.1,,163,Moderate,574.06
Jaipur,14-02-2020,59.62,130.02,9.45,46.03,44.09,32.63,0.87,15.04,58.76,2.55,6.06,,147,Moderate,405.12
Jaipur,15-02-2020,50.97,121.14,16.56,58.13,62.63,38.26,0.92,18.1,47.75,3.64,12.24,,134,Moderate,430.34
Jaipur,16-02-2020,49.83,128.09,43.28,67.32,92.47,43.24,1.02,13.5,46.34,5.33,21.23,,133,Moderate,511.65
Jaipur,17-02-2020,65.69,150.22,60.44,82.69,119.71,57.28,1.23,14.45,36.29,6.71,23.25,,159,Moderate,617.96
Jaipur,18-02-2020,61.27,154.46,78.5,83.09,135.91,56.33,1.58,15.14,36.74,7.9,25.31,,160,Moderate,656.23
Jaipur,19-02-2020,66.08,153.94,43.35,64.85,90.02,44.52,1.04,18.31,49.74,8.86,26.38,,179,Moderate,567.09
Jaipur,20-02-2020,46.11,105,5.57,37.07,34.97,23.28,0.92,17.16,58.24,3.15,6.53,,104,Moderate,338
Jaipur,21-02-2020,66.72,161.44,5.33,33.95,34.82,25.68,0.96,15.43,54.19,3.7,4.25,,132,Moderate,406.47
Jaipur,22-02-2020,49.79,91.06,5.44,35.4,33.16,25.4,0.86,12.67,48.74,2.63,5.63,,106,Moderate,310.78
Jaipur,23-02-2020,51.39,104.68,4.25,33.67,30.65,24.34,0.83,12.87,61.16,2.39,4.81,,107,Moderate,331.04
Jaipur,24-02-2020,50.4,98.54,8.2,42.37,42.84,31.16,0.88,16.53,59.99,2.53,5.64,,102,Moderate,359.08
Jaipur,25-02-2020,60.53,121.82,11.98,55.28,56.92,36.36,0.84,13.8,51.19,3.05,7.5,,127,Moderate,419.27
Jaipur,26-02-2020,48.24,107.89,8.24,43.69,40.15,25.95,1.01,14.49,65.03,3.01,6.61,,115,Moderate,364.31
Jaipur,27-02-2020,50.09,115.08,13.24,44.11,47.99,25.62,0.97,13.1,67.06,3.61,8.87,,111,Moderate,389.74
Jaipur,28-02-2020,53.32,121.08,6.78,37.13,35.85,22.04,0.88,13.42,64.07,3.78,6.26,,116,Moderate,364.61
Jaipur,29-02-2020,48.52,114.53,9.51,38.31,41.52,22.34,1.04,12.92,64.28,2.66,3.84,,110,Moderate,359.47
Jaipur,01-03-2020,29.03,86.33,4.88,27.16,25.74,22.55,0.66,11.69,72.11,1.05,2.4,,113,Moderate,283.6
Jaipur,02-03-2020,35.93,86.35,6.92,36.84,38.45,32.67,0.9,14.27,70.56,2.34,3.57,,95,Satisfactory,328.8
Jaipur,03-03-2020,49.42,116.32,6.06,39.03,37.78,41.76,0.91,13.27,72.23,2.2,4.33,,115,Moderate,383.31
Jaipur,04-03-2020,44.52,100.89,5.62,33.16,34.56,31.07,0.92,13.27,75.54,2.55,7.92,,117,Moderate,350.02
Jaipur,05-03-2020,29.46,64.82,6.66,26.74,27.95,32.29,0.86,13.6,66.29,2.45,15.81,,88,Satisfactory,286.93
Jaipur,06-03-2020,28.6,62.79,7.72,34.55,35.31,38.47,0.79,12.91,54.62,1.41,22.56,,83,Satisfactory,299.73
Jaipur,07-03-2020,31.86,71.4,13.14,48.35,50.35,53.93,0.86,12.72,40.75,1.09,18.05,,88,Satisfactory,342.5
Jaipur,08-03-2020,27.29,68.45,8.68,37.4,37.66,42.4,0.85,12.39,62.14,1.14,24.02,,92,Satisfactory,322.42
Jaipur,09-03-2020,30.17,78.51,10.32,38.51,38.91,42.83,0.81,12.01,64.83,1.2,29.55,,100,Satisfactory,347.65
Jaipur,10-03-2020,30.88,79.9,3.58,21.76,20.22,25.15,0.63,12.34,76.3,1.45,26.55,,96,Satisfactory,298.76
Jaipur,11-03-2020,30.18,72.28,4.71,25.34,25.5,27.4,0.86,11.74,73.03,1.38,28.13,,90,Satisfactory,300.55
Jaipur,12-03-2020,43.86,122.98,7.65,40.09,40.12,38.84,0.86,11.69,53.33,1.51,24.66,,104,Moderate,385.59
Jaipur,13-03-2020,78.24,247.19,16.42,47.23,51.48,55.36,0.76,15.56,51,1.58,23.23,,144,Moderate,588.05
Jaipur,14-03-2020,60,181.04,5.82,32.01,30.43,36.05,1.04,14.93,67.46,1.31,21.62,,199,Moderate,451.71
Jaipur,15-03-2020,44.49,101.22,4.56,33.42,30.67,35.97,1.83,13.71,66.38,1.26,22.25,,132,Moderate,355.76
Jaipur,16-03-2020,45.38,92.2,4.42,34.31,31.21,36.64,0.82,17.26,87.83,1.64,27.14,,127,Moderate,378.85
Jaipur,17-03-2020,43.23,93.03,7.64,45.87,44,45.22,1.01,14.32,76.5,2.47,27.97,,133,Moderate,401.26
Jaipur,18-03-2020,43.92,97.43,18.39,48.04,54.49,55.9,1.21,13.86,71.2,3.82,30.98,,123,Moderate,439.24
Jaipur,19-03-2020,46.94,102.61,15.7,43.78,48.53,46.08,1.06,14.21,69.56,3.8,31.36,,122,Moderate,423.63
